Mod:Item:MetaData, Localized Name
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
cd4017be_lib:energy_supp, §dLaboratory Power Supply
cd4017be_lib:item_supp, §dLaboratory Item Supply
cd4017be_lib:fluid_supp, §dLaboratory Fluid Supply
cd4017be_lib:rrwi, §4Disabled Recipe!
cd4017be_lib:m:0, item.cd4017be.m
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of The Ultimate
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Ender Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Iron
extendedcrafting:trimmed:1, Block of Black Iron
extendedcrafting:trimmed:2, Block of Black Iron
extendedcrafting:trimmed:3, Block of Black Iron
extendedcrafting:trimmed:4, Block of Black Iron
extendedcrafting:trimmed:5, Block of Black Iron
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Advanced Crafting Table
extendedcrafting:table_elite, Elite Crafting Table
extendedcrafting:table_ultimate, Ultimate Crafting Table
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Ender Star
extendedcrafting:material:41, Ender Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
multiblocked:dummy_component:0, tile.multiblocked.dummy_component.name
multiblocked:item.any:0, tile.multiblocked.item.any.name
multiblocked:fluid.any:0, tile.multiblocked.fluid.any.name
multiblocked:forge_energy.any:0, tile.multiblocked.forge_energy.any.name
multiblocked:blueprint_table:0, Blueprint Table Core
multiblocked:blueprint_table_part:0, Blueprint Table
multiblocked:controller_tester:0, Controller Test Block
multiblocked:part_tester:0, Part Test Block
multiblocked:symbol:0, tile.multiblocked.symbol.name
multiblocked:blueprint, Blueprint
multiblocked:multiblock_builder, Multiblock Builder
dimstack:portal, Transition Portal
dimstack:dim_pipe, Interdimensional Pipe
dimstack:bedrock:0, Barrier §4Alpha
dimstack:bedrock:1, Barrier §6Beta
dimstack:bedrock:2, Barrier §eGamma
dimstack:bedrock:3, Barrier §2Delta
dimstack:bedrock:4, Barrier §3Epsilon
dimstack:bedrock:5, Barrier §1Zeta
dimstack:bedrock:6, Barrier §5Eta
dimstack:bedrock:7, Barrier §8Theta
dimstack:bedrock:8, Crystalline Bedrock
dimstack:bedrock:9, Rocky Bedrock
dimstack:bedrock:10, Aquatic Bedrock
dimstack:bedrock:11, Frozen Bedrock
dimstack:bedrock:12, Fiery Bedrock
dimstack:bedrock:13, Organic Bedrock
dimstack:bedrock:14, Magical Bedrock
dimstack:bedrock:15, Void Bedrock
base:wrench, Wrench
contenttweaker:zs_item, Activated Warp Fuel
contenttweaker:crwarp, item.contenttweaker.CRWarp.name
osv:immersiveengineering_aluminum_ore:0, Bauxite Ore (Stone)
osv:immersiveengineering_aluminum_ore:1, Dense§r Bauxite Ore (Stone)
osv:emerald_ore_1:0, Green Ore (Granite)
osv:emerald_ore_1:1, Dense§r Green Ore (Granite)
osv:immersiveengineering_silver_ore_5:0, Silver Ore (Andesite)
osv:immersiveengineering_silver_ore_5:1, Dense§r Silver Ore (Andesite)
osv:immersiveengineering_copper_ore_3:0, Copper Ore (Diorite)
osv:immersiveengineering_copper_ore_3:1, Dense§r Copper Ore (Diorite)
osv:iron_ore_5:0, Iron Ore (Andesite)
osv:iron_ore_5:1, Dense§r Iron Ore (Andesite)
osv:immersiveengineering_copper_ore:0, Copper Ore (Stone)
osv:immersiveengineering_copper_ore:1, Dense§r Copper Ore (Stone)
osv:immersiveengineering_lead_ore:0, Lead Ore (Stone)
osv:immersiveengineering_lead_ore:1, Dense§r Lead Ore (Stone)
osv:immersiveengineering_uranium_ore:0, Uranium Ore (Stone)
osv:immersiveengineering_uranium_ore:1, Dense§r Uranium Ore (Stone)
osv:lapis_ore:0, Lapis Lazuli Ore (Stone)
osv:lapis_ore:1, Dense§r Lapis Lazuli Ore (Stone)
osv:redstone_ore_3:0, Redstone Ore (Diorite)
osv:redstone_ore_3:1, Dense§r Redstone Ore (Diorite)
osv:redstone_ore_3:2, Dense§r Redstone Ore (Diorite)
osv:redstone_ore_3:3, Dense§r Redstone Ore (Diorite)
osv:diamond_ore:0, Diamond Ore (Stone)
osv:diamond_ore:1, Dense§r Diamond Ore (Stone)
osv:lapis_ore_3:0, Lapis Lazuli Ore (Diorite)
osv:lapis_ore_3:1, Dense§r Lapis Lazuli Ore (Diorite)
osv:gold_ore_3:0, Gold Ore (Diorite)
osv:gold_ore_3:1, Dense§r Gold Ore (Diorite)
osv:lapis_ore_1:0, Lapis Lazuli Ore (Granite)
osv:lapis_ore_1:1, Dense§r Lapis Lazuli Ore (Granite)
osv:redstone_ore_5:0, Redstone Ore (Andesite)
osv:redstone_ore_5:1, Dense§r Redstone Ore (Andesite)
osv:redstone_ore_5:2, Dense§r Redstone Ore (Andesite)
osv:redstone_ore_5:3, Dense§r Redstone Ore (Andesite)
osv:immersiveengineering_uranium_ore_5:0, Uranium Ore (Andesite)
osv:immersiveengineering_uranium_ore_5:1, Dense§r Uranium Ore (Andesite)
osv:gold_ore_1:0, Gold Ore (Granite)
osv:gold_ore_1:1, Dense§r Gold Ore (Granite)
osv:iron_ore_1:0, Iron Ore (Granite)
osv:iron_ore_1:1, Dense§r Iron Ore (Granite)
osv:immersiveengineering_nickel_ore:0, Nickel Ore (Stone)
osv:immersiveengineering_nickel_ore:1, Dense§r Nickel Ore (Stone)
osv:coal_ore_1:0, Coal Ore (Granite)
osv:coal_ore_1:1, Dense§r Coal Ore (Granite)
osv:immersiveengineering_silver_ore:0, Silver Ore (Stone)
osv:immersiveengineering_silver_ore:1, Dense§r Silver Ore (Stone)
osv:iron_ore_3:0, Iron Ore (Diorite)
osv:iron_ore_3:1, Dense§r Iron Ore (Diorite)
osv:emerald_ore_5:0, Green Ore (Andesite)
osv:emerald_ore_5:1, Dense§r Green Ore (Andesite)
osv:immersiveengineering_copper_ore_1:0, Copper Ore (Granite)
osv:immersiveengineering_copper_ore_1:1, Dense§r Copper Ore (Granite)
osv:emerald_ore_3:0, Green Ore (Diorite)
osv:emerald_ore_3:1, Dense§r Green Ore (Diorite)
osv:immersiveengineering_nickel_ore_5:0, Nickel Ore (Andesite)
osv:immersiveengineering_nickel_ore_5:1, Dense§r Nickel Ore (Andesite)
osv:immersiveengineering_lead_ore_1:0, Lead Ore (Granite)
osv:immersiveengineering_lead_ore_1:1, Dense§r Lead Ore (Granite)
osv:coal_ore_5:0, Coal Ore (Andesite)
osv:coal_ore_5:1, Dense§r Coal Ore (Andesite)
osv:immersiveengineering_silver_ore_3:0, Silver Ore (Diorite)
osv:immersiveengineering_silver_ore_3:1, Dense§r Silver Ore (Diorite)
osv:immersiveengineering_nickel_ore_1:0, Nickel Ore (Granite)
osv:immersiveengineering_nickel_ore_1:1, Dense§r Nickel Ore (Granite)
osv:immersiveengineering_uranium_ore_3:0, Uranium Ore (Diorite)
osv:immersiveengineering_uranium_ore_3:1, Dense§r Uranium Ore (Diorite)
osv:immersiveengineering_uranium_ore_1:0, Uranium Ore (Granite)
osv:immersiveengineering_uranium_ore_1:1, Dense§r Uranium Ore (Granite)
osv:diamond_ore_3:0, Diamond Ore (Diorite)
osv:diamond_ore_3:1, Dense§r Diamond Ore (Diorite)
osv:immersiveengineering_aluminum_ore_1:0, Bauxite Ore (Granite)
osv:immersiveengineering_aluminum_ore_1:1, Dense§r Bauxite Ore (Granite)
osv:lapis_ore_5:0, Lapis Lazuli Ore (Andesite)
osv:lapis_ore_5:1, Dense§r Lapis Lazuli Ore (Andesite)
osv:emerald_ore:0, Green Ore (Stone)
osv:emerald_ore:1, Dense§r Green Ore (Stone)
osv:immersiveengineering_aluminum_ore_3:0, Bauxite Ore (Diorite)
osv:immersiveengineering_aluminum_ore_3:1, Dense§r Bauxite Ore (Diorite)
osv:redstone_ore:0, Redstone Ore (Stone)
osv:redstone_ore:1, Dense§r Redstone Ore (Stone)
osv:redstone_ore:2, Dense§r Redstone Ore (Stone)
osv:redstone_ore:3, Dense§r Redstone Ore (Stone)
osv:immersiveengineering_aluminum_ore_5:0, Bauxite Ore (Andesite)
osv:immersiveengineering_aluminum_ore_5:1, Dense§r Bauxite Ore (Andesite)
osv:iron_ore:0, Iron Ore (Stone)
osv:iron_ore:1, Dense§r Iron Ore (Stone)
osv:immersiveengineering_lead_ore_5:0, Lead Ore (Andesite)
osv:immersiveengineering_lead_ore_5:1, Dense§r Lead Ore (Andesite)
osv:diamond_ore_5:0, Diamond Ore (Andesite)
osv:diamond_ore_5:1, Dense§r Diamond Ore (Andesite)
osv:immersiveengineering_lead_ore_3:0, Lead Ore (Diorite)
osv:immersiveengineering_lead_ore_3:1, Dense§r Lead Ore (Diorite)
osv:coal_ore:0, Coal Ore (Stone)
osv:coal_ore:1, Dense§r Coal Ore (Stone)
osv:gold_ore_5:0, Gold Ore (Andesite)
osv:gold_ore_5:1, Dense§r Gold Ore (Andesite)
osv:coal_ore_3:0, Coal Ore (Diorite)
osv:coal_ore_3:1, Dense§r Coal Ore (Diorite)
osv:gold_ore:0, Gold Ore (Stone)
osv:gold_ore:1, Dense§r Gold Ore (Stone)
osv:immersiveengineering_copper_ore_5:0, Copper Ore (Andesite)
osv:immersiveengineering_copper_ore_5:1, Dense§r Copper Ore (Andesite)
osv:immersiveengineering_silver_ore_1:0, Silver Ore (Granite)
osv:immersiveengineering_silver_ore_1:1, Dense§r Silver Ore (Granite)
osv:diamond_ore_1:0, Diamond Ore (Granite)
osv:diamond_ore_1:1, Dense§r Diamond Ore (Granite)
osv:immersiveengineering_nickel_ore_3:0, Nickel Ore (Diorite)
osv:immersiveengineering_nickel_ore_3:1, Dense§r Nickel Ore (Diorite)
osv:redstone_ore_1:0, Redstone Ore (Granite)
osv:redstone_ore_1:1, Dense§r Redstone Ore (Granite)
osv:redstone_ore_1:2, Dense§r Redstone Ore (Granite)
osv:redstone_ore_1:3, Dense§r Redstone Ore (Granite)
